DeviceId,PenId,ExportId,WellPlateID,WellPlateIndex,WellRow,WellColumn,NumCellsInPenBeforeUnpen,NumCellsInPenBeforeUnpenVerified,NumCellsUnpenned,NumCellsUnpennedVerified,CellType,ExportVolumeMicroLiters,OepVoltageP2PSet,OepFrequency,IsUnpenSuccess,UnpenMethod,BubbleUnpen,MinYieldEnabled,MinYieldThreshold,RepenRequired,LaserOutputPercentage,LaserSpeedMicronsPerSecond,LaserOffsetX,LaserOffsetY,NestTempDegC,UnpenDurationSeconds,Objective,TimeStamp,UnloadDurationSeconds,Instrument,NestId
D122782,13776,ubxBBUu5Ee-ZkA,20240726 exports plate 2,1,E,8,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.834800720214844,4x,2024-07-27_00-02-15,118.12396,BSN0146,1
D122782,13957,ubxDaEu5Ee-nxw,20240726 exports plate 2,1,E,9,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.871849060058594,4x,2024-07-27_00-04-13,118.52786,BSN0146,1
D122782,14105,ubxFfUu5Ee-Z4Q,20240726 exports plate 2,1,E,10,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.954612731933594,4x,2024-07-27_00-06-12,118.15459,BSN0146,1
D122782,14729,ubxHlEu5Ee-C6w,20240726 exports plate 2,1,E,11,2,2,2,2,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.98321533203125,4x,2024-07-27_00-08-11,119.6869,BSN0146,1
D122782,14968,ubxJ9Uu5Ee-iqg,20240726 exports plate 2,1,E,12,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.90293884277344,4x,2024-07-27_00-10-12,120.11398,BSN0146,1
D122782,14994,ubxMDEu5Ee-nrQ,20240726 exports plate 2,1,F,1,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.732566833496094,4x,2024-07-27_00-12-11,119.36868,BSN0146,1
D122782,15248,ubxNiku5Ee-X1Q,20240726 exports plate 2,1,F,2,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.85181427001953,4x,2024-07-27_00-14-10,118.84637,BSN0146,1
D122782,15290,ubxPoUu5Ee-3MA,20240726 exports plate 2,1,F,3,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.104888916015625,4x,2024-07-27_00-16-09,118.92171,BSN0146,1
D122782,15562,ubxRHku5Ee-5jw,20240726 exports plate 2,1,F,4,1,1,0,0,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,95.24339294433594,4x,2024-07-27_00-19-53,166.37398,BSN0146,1
D122782,16314,ubxU_Uu5Ee-ytw,20240726 exports plate 2,1,F,5,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.93236541748047,4x,2024-07-27_00-21-53,119.63801,BSN0146,1
D122782,16447,ubxX-Eu5Ee-91w,20240726 exports plate 2,1,F,6,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.93451690673828,4x,2024-07-27_00-23-52,119.6773,BSN0146,1
D122782,16460,ubxaD0u5Ee-y2A,20240726 exports plate 2,1,F,7,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.07505798339844,4x,2024-07-27_00-25-53,120.39968,BSN0146,1
D122782,16637,ubxbjEu5Ee-WUA,20240726 exports plate 2,1,F,8,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,24.64830780029297,4x,2024-07-27_00-27-29,96.19083,BSN0146,1
D122782,17874,ubxdoUu5Ee-Ovw,20240726 exports plate 2,1,F,9,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.51673126220703,4x,2024-07-27_00-29-30,120.83723,BSN0146,1
D122782,17927,ubxfa0u5Ee-vxw,20240726 exports plate 2,1,F,10,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.43132781982422,4x,2024-07-27_00-31-31,119.98043,BSN0146,1
D122782,17974,ubxhgku5Ee-tpA,20240726 exports plate 2,1,F,11,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.092018127441406,4x,2024-07-27_00-33-31,120.56754,BSN0146,1
D122782,18046,ubxjl0u5Ee-kJg,20240726 exports plate 2,1,F,12,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.38916015625,4x,2024-07-27_00-35-31,120.09196,BSN0146,1
D122782,18211,ubxlYUu5Ee-y9Q,20240726 exports plate 2,1,G,1,1,1,2,2,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.95085144042969,4x,2024-07-27_00-37-31,119.63564,BSN0146,1
D122782,18273,ubxm3ku5Ee-Llg,20240726 exports plate 2,1,G,2,2,2,2,2,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.90764617919922,4x,2024-07-27_00-39-31,119.68096,BSN0146,1
D122782,18313,ubxo9Uu5Ee-C6A,20240726 exports plate 2,1,G,3,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,True,0,0,1027,997,18,55.49169921875,4x,2024-07-27_00-43-10,218.75938,BSN0146,1
D122782,18388,ubxrCku5Ee-dqg,20240726 exports plate 2,1,G,4,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.13056945800781,4x,2024-07-27_00-45-10,119.41126,BSN0146,1
D122782,18555,ubxtIUu5Ee-QMA,20240726 exports plate 2,1,G,5,2,2,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.915916442871094,4x,2024-07-27_00-47-08,118.68446,BSN0146,1
D122782,18588,ubxu60u5Ee-2zg,20240726 exports plate 2,1,G,6,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.10338592529297,4x,2024-07-27_00-50-05,119.07378,BSN0146,1
D122782,19453,ubxwaEu5Ee-eeA,20240726 exports plate 2,1,G,7,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,48.233734130859375,4x,2024-07-27_00-52-06,120.41158,BSN0146,1
D122782,19471,ubxyfUu5Ee-GRQ,20240726 exports plate 2,1,G,8,2,2,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.79371643066406,4x,2024-07-27_00-54-06,119.81332,BSN0146,1
D122782,19616,ubx0lEu5Ee-oXw,20240726 exports plate 2,1,G,9,2,2,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.99742889404297,4x,2024-07-27_00-56-07,120.65069,BSN0146,1
D122782,19733,ubx2Xku5Ee-_mw,20240726 exports plate 2,1,G,10,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.91050720214844,4x,2024-07-27_00-58-06,119.55122,BSN0146,1
D122782,20001,ubx4c0u5Ee-nwA,20240726 exports plate 2,1,G,11,1,1,1,1,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,47.99560546875,4x,2024-07-27_01-00-06,119.22689,BSN0146,1
D122782,20003,ubx8B0u5Ee-YoQ,20240726 exports plate 2,1,G,12,1,1,0,0,20240726 Mosaic-7-mi3 D84,10,6,2,True,OEP Unpen,False,False,1,False,0,0,1027,997,18,94.70115661621094,4x,2024-07-27_01-02-51,165.05801,BSN0146,1
